Start Time,End Time,Steps
2023-06-04 12:24:15,2023-06-04 12:24:30,26
2023-06-04 12:24:30,2023-06-04 12:25:29,98
2023-06-04 12:25:29,2023-06-04 12:25:43,17
2023-06-04 12:25:43,2023-06-04 12:26:30,74
2023-06-04 12:26:30,2023-06-04 12:26:35,6
2023-06-04 12:36:53,2023-06-04 12:37:53,10
2023-06-04 14:19:22,2023-06-04 14:20:22,18
2023-06-04 17:32:14,2023-06-04 17:33:14,7
2023-06-04 17:46:22,2023-06-04 17:47:22,7
2023-06-04 18:11:19,2023-06-04 18:12:19,8
2023-06-04 18:21:05,2023-06-04 18:22:05,10
2023-06-04 18:30:31,2023-06-04 18:31:31,15
2023-06-04 18:59:29,2023-06-04 19:00:29,10
2023-06-04 19:02:12,2023-06-04 19:05:10,89
2023-06-04 19:05:10,2023-06-04 19:06:19,93
2023-06-04 19:06:19,2023-06-04 19:07:20,90
2023-06-04 19:07:20,2023-06-04 19:07:26,9
2023-06-04 19:07:26,2023-06-04 19:08:30,112
2023-06-04 19:08:30,2023-06-04 19:08:37,14
2023-06-04 19:08:37,2023-06-04 19:09:37,106
2023-06-04 19:09:37,2023-06-04 19:09:49,20
2023-06-04 19:09:49,2023-06-04 19:10:58,86
2023-06-04 19:10:58,2023-06-04 19:12:21,69
2023-06-04 19:12:21,2023-06-04 19:12:36,26
2023-06-04 19:12:36,2023-06-04 19:13:57,146
2023-06-04 19:13:57,2023-06-04 19:15:22,46
2023-06-04 19:15:22,2023-06-04 19:15:25,13
2023-06-04 19:15:25,2023-06-04 19:16:07,8
2023-06-04 19:17:59,2023-06-04 19:18:59,27
2023-06-04 19:19:13,2023-06-04 19:20:13,18
2023-06-04 19:27:24,2023-06-04 19:28:24,13
2023-06-04 19:28:24,2023-06-04 19:28:25,2
2023-06-04 19:28:25,2023-06-04 19:29:12,42
2023-06-04 19:29:24,2023-06-04 19:29:48,41
2023-06-04 19:29:48,2023-06-04 19:30:03,27
2023-06-04 19:30:03,2023-06-04 19:31:10,132
2023-06-04 19:31:10,2023-06-04 19:31:32,43
2023-06-04 19:31:32,2023-06-04 19:32:30,115
2023-06-04 19:32:30,2023-06-04 19:34:01,174
2023-06-04 19:34:01,2023-06-04 19:34:18,28
2023-06-04 19:34:18,2023-06-04 19:34:47,52
2023-06-04 19:34:47,2023-06-04 19:35:16,35
2023-06-04 19:35:16,2023-06-04 19:35:21,6
2023-06-04 19:35:21,2023-06-04 19:36:06,18
2023-06-04 19:47:30,2023-06-04 19:48:30,10
2023-06-04 19:49:50,2023-06-04 19:50:56,33
2023-06-04 19:51:12,2023-06-04 19:52:12,20
2023-06-04 19:56:34,2023-06-04 19:57:44,35
2023-06-04 19:57:44,2023-06-04 19:57:56,11
2023-06-04 19:58:14,2023-06-04 19:59:14,10
2023-06-04 20:02:37,2023-06-04 20:03:37,11
2023-06-04 20:06:51,2023-06-04 20:07:51,11
2023-06-04 20:09:57,2023-06-04 20:10:57,29
2023-06-04 20:13:19,2023-06-04 20:14:19,19
2023-06-04 20:14:19,2023-06-04 20:15:05,14
2023-06-04 20:16:10,2023-06-04 20:17:10,12
2023-06-04 20:17:10,2023-06-04 20:17:16,6
2023-06-04 20:35:42,2023-06-04 20:36:42,8
2023-06-04 20:53:42,2023-06-04 20:54:42,16
2023-06-04 21:03:13,2023-06-04 21:04:13,10
2023-06-04 21:07:34,2023-06-04 21:08:34,6
2023-06-04 21:16:52,2023-06-04 21:17:52,19
2023-06-04 21:17:57,2023-06-04 21:18:57,6
2023-06-04 21:24:11,2023-06-04 21:25:11,8
2023-06-04 21:25:11,2023-06-04 21:26:10,8
2023-06-04 21:29:15,2023-06-04 21:30:15,15
2023-06-04 21:30:15,2023-06-04 21:30:16,1
2023-06-05 00:14:21,2023-06-05 00:17:11,85
2023-06-05 00:17:11,2023-06-05 00:17:18,7
2023-06-05 00:17:18,2023-06-05 00:18:16,25
2023-06-05 00:40:51,2023-06-05 00:41:51,7
2023-06-05 00:50:40,2023-06-05 00:51:40,6
2023-06-05 06:42:04,2023-06-05 06:43:04,7
2023-06-05 06:46:24,2023-06-05 06:47:24,17
2023-06-05 06:52:04,2023-06-05 06:53:04,13
2023-06-05 07:11:17,2023-06-05 07:13:09,56
2023-06-05 07:21:31,2023-06-05 07:22:31,7
2023-06-05 07:48:18,2023-06-05 07:49:22,32
2023-06-05 07:49:22,2023-06-05 07:49:24,4
2023-06-05 08:03:40,2023-06-05 08:04:40,18
2023-06-05 08:27:22,2023-06-05 08:28:22,12
2023-06-05 08:28:22,2023-06-05 08:29:03,28
2023-06-05 08:29:03,2023-06-05 08:29:19,25
2023-06-05 08:29:19,2023-06-05 08:30:08,76
2023-06-05 08:30:08,2023-06-05 08:30:28,33
2023-06-05 08:30:28,2023-06-05 08:31:13,74
2023-06-05 08:31:13,2023-06-05 08:31:34,32
2023-06-05 08:31:34,2023-06-05 08:32:13,72
2023-06-05 08:32:13,2023-06-05 08:32:34,36
2023-06-05 08:32:34,2023-06-05 08:33:14,69
2023-06-05 08:33:14,2023-06-05 08:33:35,37
2023-06-05 08:33:35,2023-06-05 08:34:14,72
2023-06-05 08:34:14,2023-06-05 08:34:35,37
2023-06-05 08:34:35,2023-06-05 08:35:15,72
2023-06-05 08:35:15,2023-06-05 08:35:35,38
2023-06-05 08:35:35,2023-06-05 08:36:15,57
2023-06-05 08:36:15,2023-06-05 08:36:18,3
2023-06-05 08:36:18,2023-06-05 08:37:16,65
2023-06-05 08:37:16,2023-06-05 08:37:44,49
2023-06-05 08:37:44,2023-06-05 08:38:32,78
2023-06-05 08:38:32,2023-06-05 08:38:59,47
2023-06-05 08:38:59,2023-06-05 08:39:32,55
2023-06-05 08:39:32,2023-06-05 08:39:59,33
2023-06-05 08:39:59,2023-06-05 08:40:31,50
2023-06-05 08:40:31,2023-06-05 08:40:49,19
2023-06-05 08:40:49,2023-06-05 08:41:37,46
2023-06-05 08:41:37,2023-06-05 08:42:11,55
2023-06-05 08:42:11,2023-06-05 08:42:38,43
2023-06-05 08:42:38,2023-06-05 08:43:11,41
2023-06-05 08:43:11,2023-06-05 08:43:14,4
2023-06-05 08:43:33,2023-06-05 08:46:59,103
2023-06-05 08:46:59,2023-06-05 08:47:12,21
2023-06-05 08:48:13,2023-06-05 08:49:37,42
2023-06-05 08:49:37,2023-06-05 08:50:37,106
2023-06-05 08:50:37,2023-06-05 08:51:37,105
2023-06-05 08:51:37,2023-06-05 08:52:16,62
2023-06-05 08:54:00,2023-06-05 08:55:08,34
2023-06-05 08:55:08,2023-06-05 08:55:09,5
2023-06-05 08:59:23,2023-06-05 09:01:53,75
2023-06-05 09:01:53,2023-06-05 09:02:42,74
2023-06-05 09:04:08,2023-06-05 09:05:08,8
2023-06-05 09:06:07,2023-06-05 09:07:43,48
2023-06-05 09:07:43,2023-06-05 09:08:58,110
2023-06-05 09:08:58,2023-06-05 09:09:59,113
2023-06-05 09:09:59,2023-06-05 09:11:00,115
2023-06-05 09:11:00,2023-06-05 09:11:32,49
2023-06-05 09:13:41,2023-06-05 09:14:41,15
2023-06-05 09:14:46,2023-06-05 09:15:46,15
2023-06-05 10:06:31,2023-06-05 10:07:31,15
2023-06-05 10:07:31,2023-06-05 10:07:34,5
2023-06-05 10:09:30,2023-06-05 10:10:30,19
2023-06-05 10:12:43,2023-06-05 10:13:43,11
2023-06-05 10:15:05,2023-06-05 10:16:31,43
2023-06-05 10:16:31,2023-06-05 10:18:05,49
2023-06-05 10:18:05,2023-06-05 10:19:05,24
2023-06-05 10:21:29,2023-06-05 10:22:29,15
2023-06-05 10:23:05,2023-06-05 10:24:05,27
2023-06-05 10:24:05,2023-06-05 10:24:07,4
2023-06-05 10:24:07,2023-06-05 10:25:04,15
2023-06-05 10:25:04,2023-06-05 10:26:40,88
2023-06-05 10:26:40,2023-06-05 10:27:41,87
2023-06-05 10:27:41,2023-06-05 10:28:43,109
2023-06-05 10:28:43,2023-06-05 10:28:47,8
2023-06-05 10:28:47,2023-06-05 10:29:47,108
2023-06-05 10:29:47,2023-06-05 10:30:05,31
2023-06-05 10:30:05,2023-06-05 10:31:02,81
2023-06-05 10:31:16,2023-06-05 10:32:16,29
2023-06-05 10:32:16,2023-06-05 10:32:38,37
2023-06-05 10:32:38,2023-06-05 10:33:12,34
2023-06-05 10:33:36,2023-06-05 10:35:02,43
2023-06-05 10:35:02,2023-06-05 10:35:22,33
2023-06-05 10:35:22,2023-06-05 10:36:12,25
2023-06-05 10:36:12,2023-06-05 10:36:46,62
2023-06-05 10:40:32,2023-06-05 10:41:36,32
2023-06-05 10:43:26,2023-06-05 10:44:26,24
2023-06-05 10:45:49,2023-06-05 10:46:49,14
2023-06-05 10:46:49,2023-06-05 10:47:14,38
2023-06-05 10:52:23,2023-06-05 10:53:23,17
2023-06-05 10:53:23,2023-06-05 10:53:48,40
2023-06-05 10:53:48,2023-06-05 10:55:47,100
2023-06-05 10:55:47,2023-06-05 10:56:04,29
2023-06-05 10:56:04,2023-06-05 10:57:01,102
2023-06-05 10:57:01,2023-06-05 10:57:33,59
2023-06-05 10:57:33,2023-06-05 10:58:33,113
2023-06-05 10:58:33,2023-06-05 10:58:55,40
2023-06-05 10:58:55,2023-06-05 10:59:51,15
2023-06-05 10:59:59,2023-06-05 11:00:59,25
2023-06-05 11:00:59,2023-06-05 11:01:34,7
2023-06-05 11:02:57,2023-06-05 11:05:53,88
2023-06-05 11:05:53,2023-06-05 11:05:54,2
2023-06-05 11:05:54,2023-06-05 11:06:40,85
2023-06-05 11:06:40,2023-06-05 11:07:07,9
2023-06-05 11:09:01,2023-06-05 11:10:01,18
2023-06-05 11:27:13,2023-06-05 11:28:13,26
2023-06-05 11:28:40,2023-06-05 11:29:40,17
2023-06-05 11:50:18,2023-06-05 11:51:18,25
2023-06-05 11:51:18,2023-06-05 11:51:52,38
2023-06-05 11:51:52,2023-06-05 11:52:18,14
2023-06-05 11:52:18,2023-06-05 11:53:16,53
2023-06-05 11:53:16,2023-06-05 11:53:20,8
2023-06-05 11:53:20,2023-06-05 11:54:13,86
2023-06-05 11:54:13,2023-06-05 11:54:22,7
2023-06-05 11:54:22,2023-06-05 11:55:19,17
2023-06-05 11:55:19,2023-06-05 11:56:06,77
2023-06-05 11:56:37,2023-06-05 11:57:37,11
2023-06-05 11:57:37,2023-06-05 11:58:27,6
2023-06-05 12:00:34,2023-06-05 12:01:34,10
2023-06-05 12:11:21,2023-06-05 12:12:21,6
2023-06-05 12:29:45,2023-06-05 12:33:03,99
2023-06-05 12:33:03,2023-06-05 12:34:06,95
2023-06-05 12:34:06,2023-06-05 12:35:27,44
2023-06-05 12:35:27,2023-06-05 12:36:05,26
2023-06-05 12:36:05,2023-06-05 12:37:03,103
2023-06-05 12:37:03,2023-06-05 12:37:44,67
2023-06-05 12:37:44,2023-06-05 12:38:12,48
2023-06-05 12:38:12,2023-06-05 12:38:48,49
2023-06-05 12:38:48,2023-06-05 12:39:12,26
2023-06-05 12:39:12,2023-06-05 12:39:49,68
2023-06-05 12:39:49,2023-06-05 12:39:55,9
2023-06-05 12:46:07,2023-06-05 12:47:07,15
2023-06-05 12:47:07,2023-06-05 12:48:06,91
2023-06-05 12:48:06,2023-06-05 12:48:07,2
2023-06-05 12:48:07,2023-06-05 12:49:08,104
2023-06-05 12:49:08,2023-06-05 12:49:17,17
2023-06-05 12:49:17,2023-06-05 12:50:26,124
2023-06-05 12:50:26,2023-06-05 12:50:41,27
2023-06-05 12:50:41,2023-06-05 12:51:38,94
2023-06-05 12:51:38,2023-06-05 12:51:55,23
2023-06-05 12:51:55,2023-06-05 12:52:44,72
2023-06-05 13:22:21,2023-06-05 13:23:59,49
2023-06-05 13:23:59,2023-06-05 13:24:41,15
2023-06-05 13:24:41,2023-06-05 13:25:42,99
2023-06-05 13:25:42,2023-06-05 13:25:49,13
2023-06-05 13:25:49,2023-06-05 13:26:49,105
2023-06-05 13:26:49,2023-06-05 13:27:10,39
2023-06-05 13:27:10,2023-06-05 13:28:11,100
2023-06-05 13:28:11,2023-06-05 13:28:28,33
2023-06-05 13:28:28,2023-06-05 13:29:28,71
2023-06-05 13:29:28,2023-06-05 13:29:47,15
2023-06-05 13:29:47,2023-06-05 13:30:37,50
2023-06-05 13:39:40,2023-06-05 13:40:40,13
2023-06-05 13:40:40,2023-06-05 13:41:54,76
2023-06-05 13:41:54,2023-06-05 13:43:19,70
2023-06-05 13:43:19,2023-06-05 13:43:20,4
2023-06-05 13:43:20,2023-06-05 13:44:34,112
2023-06-05 13:44:34,2023-06-05 13:45:49,140
2023-06-05 13:45:49,2023-06-05 13:46:07,34
2023-06-05 13:46:07,2023-06-05 13:47:16,124
2023-06-05 13:47:16,2023-06-05 13:48:28,101
2023-06-05 13:48:28,2023-06-05 13:48:46,30
2023-06-05 13:48:46,2023-06-05 13:49:51,101
2023-06-05 13:49:58,2023-06-05 13:51:08,35
2023-06-05 13:51:08,2023-06-05 13:51:33,28
2023-06-05 13:51:33,2023-06-05 13:52:40,106
2023-06-05 13:52:40,2023-06-05 13:52:57,32
2023-06-05 13:52:57,2023-06-05 13:53:26,23
2023-06-05 15:13:25,2023-06-05 15:16:51,103
2023-06-05 15:16:51,2023-06-05 15:17:37,81
2023-06-05 15:17:37,2023-06-05 15:18:10,59
2023-06-05 15:18:10,2023-06-05 15:18:46,65
2023-06-05 15:18:46,2023-06-05 15:19:23,65
2023-06-05 15:19:23,2023-06-05 15:20:02,72
2023-06-05 15:20:02,2023-06-05 15:20:26,45
2023-06-05 15:20:26,2023-06-05 15:21:19,94
2023-06-05 15:21:19,2023-06-05 15:21:50,27
2023-06-05 15:21:50,2023-06-05 15:22:38,39
2023-06-05 15:22:38,2023-06-05 15:23:00,37
2023-06-05 15:23:00,2023-06-05 15:23:26,7
2023-06-05 15:23:26,2023-06-05 15:24:27,39
2023-06-05 15:24:27,2023-06-05 15:25:11,83
2023-06-05 15:25:11,2023-06-05 15:25:37,47
2023-06-05 15:25:37,2023-06-05 15:26:34,98
2023-06-05 15:26:34,2023-06-05 15:26:59,41
2023-06-05 15:26:59,2023-06-05 15:27:33,54
2023-06-05 15:27:33,2023-06-05 15:29:44,68
2023-06-05 15:29:44,2023-06-05 15:30:27,71
2023-06-05 15:30:27,2023-06-05 15:30:49,20
2023-06-05 15:39:30,2023-06-05 15:44:38,154
2023-06-05 15:44:38,2023-06-05 15:44:45,14
2023-06-05 15:44:45,2023-06-05 15:45:32,91
2023-06-05 15:45:32,2023-06-05 15:46:22,92
2023-06-05 15:46:22,2023-06-05 15:46:39,31
2023-06-05 15:46:39,2023-06-05 15:47:19,56
2023-06-05 15:47:19,2023-06-05 15:47:35,10
2023-06-05 15:47:35,2023-06-05 15:48:05,42
2023-06-05 15:48:05,2023-06-05 15:49:06,112
2023-06-05 15:49:06,2023-06-05 15:49:20,25
2023-06-05 15:49:20,2023-06-05 15:49:44,42
2023-06-05 15:49:44,2023-06-05 15:49:52,11
2023-06-05 15:49:52,2023-06-05 15:50:24,46
2023-06-05 15:50:24,2023-06-05 15:50:26,2
2023-06-05 15:52:00,2023-06-05 15:53:00,7
2023-06-05 15:53:35,2023-06-05 15:54:35,29
2023-06-05 15:54:35,2023-06-05 15:55:38,83
2023-06-05 15:55:38,2023-06-05 15:55:58,18
2023-06-05 15:55:58,2023-06-05 15:57:23,113
2023-06-05 15:57:23,2023-06-05 15:57:44,31
2023-06-05 15:57:44,2023-06-05 16:00:02,174
2023-06-05 16:00:02,2023-06-05 16:00:14,18
2023-06-05 16:04:05,2023-06-05 16:05:05,22
2023-06-05 16:05:05,2023-06-05 16:05:45,39
2023-06-05 16:05:45,2023-06-05 16:06:59,51
2023-06-05 16:06:59,2023-06-05 16:07:25,38
2023-06-05 16:07:25,2023-06-05 16:08:29,69
2023-06-05 16:08:29,2023-06-05 16:08:53,35
2023-06-05 16:10:13,2023-06-05 16:11:13,26
2023-06-05 16:14:20,2023-06-05 16:18:02,111
2023-06-05 16:18:02,2023-06-05 16:18:13,18
2023-06-05 16:18:13,2023-06-05 16:19:13,90
2023-06-05 16:19:13,2023-06-05 16:19:38,34
2023-06-05 16:19:38,2023-06-05 16:20:28,77
2023-06-05 16:20:28,2023-06-05 16:20:52,31
2023-06-05 16:20:52,2023-06-05 16:21:02,15
2023-06-05 16:21:02,2023-06-05 16:21:29,44
2023-06-05 16:21:29,2023-06-05 16:22:10,25
2023-06-05 16:22:10,2023-06-05 16:23:14,35
2023-06-05 16:23:14,2023-06-05 16:23:35,24
2023-06-05 17:01:33,2023-06-05 17:03:31,59
2023-06-05 17:03:31,2023-06-05 17:04:15,24
2023-06-05 17:06:31,2023-06-05 17:07:31,12
2023-06-05 19:03:39,2023-06-05 19:05:07,44
2023-06-05 19:05:07,2023-06-05 19:07:20,79
2023-06-05 19:07:20,2023-06-05 19:07:24,7
2023-06-05 19:07:24,2023-06-05 19:08:56,145
2023-06-05 19:08:56,2023-06-05 19:09:17,37
2023-06-05 19:09:17,2023-06-05 19:09:46,50
2023-06-05 19:09:46,2023-06-05 19:10:46,92
2023-06-05 19:10:46,2023-06-05 19:10:59,23
2023-06-05 19:10:59,2023-06-05 19:11:17,32
2023-06-05 19:11:17,2023-06-05 19:12:01,31
2023-06-05 19:12:01,2023-06-05 19:12:45,29
2023-06-05 19:26:23,2023-06-05 19:27:33,35
2023-06-05 19:27:33,2023-06-05 19:28:19,37
2023-06-05 19:28:19,2023-06-05 19:29:05,73
2023-06-05 19:29:05,2023-06-05 19:29:54,73
2023-06-05 19:29:54,2023-06-05 19:30:39,80
2023-06-05 19:30:39,2023-06-05 19:31:13,60
2023-06-05 19:31:13,2023-06-05 19:31:55,72
2023-06-05 19:31:55,2023-06-05 19:32:16,36
2023-06-05 19:32:16,2023-06-05 19:32:55,59
2023-06-05 19:32:55,2023-06-05 19:33:14,29
2023-06-05 19:36:32,2023-06-05 19:37:34,31
2023-06-05 20:00:43,2023-06-05 20:01:43,8
2023-06-05 20:03:17,2023-06-05 20:04:41,42
2023-06-05 20:05:13,2023-06-05 20:06:13,8
2023-06-05 20:06:29,2023-06-05 20:07:29,6
2023-06-05 20:15:20,2023-06-05 20:16:20,30
2023-06-05 20:16:20,2023-06-05 20:16:33,9
2023-06-05 20:22:24,2023-06-05 20:23:24,7
2023-06-05 20:24:28,2023-06-05 20:25:28,9
2023-06-05 20:29:41,2023-06-05 20:30:41,13
2023-06-05 22:01:59,2023-06-05 22:02:59,6
2023-06-05 22:42:51,2023-06-05 22:44:19,44
2023-06-06 00:08:51,2023-06-06 00:10:31,50
2023-06-06 00:11:08,2023-06-06 00:12:08,11
2023-06-06 00:24:16,2023-06-06 00:25:44,44
2023-06-06 08:29:13,2023-06-06 08:30:13,13
2023-06-06 08:31:03,2023-06-06 08:32:25,41
2023-06-06 08:32:25,2023-06-06 08:32:55,57
2023-06-06 08:32:55,2023-06-06 08:33:36,71
2023-06-06 08:33:36,2023-06-06 08:34:14,68
2023-06-06 08:34:14,2023-06-06 08:34:47,58
2023-06-06 08:34:47,2023-06-06 08:35:17,56
2023-06-06 08:35:17,2023-06-06 08:35:52,63
2023-06-06 08:35:52,2023-06-06 08:36:42,87
2023-06-06 08:36:42,2023-06-06 08:37:13,54
2023-06-06 08:37:13,2023-06-06 08:37:44,59
2023-06-06 08:37:44,2023-06-06 08:38:16,58
2023-06-06 08:38:16,2023-06-06 08:38:44,48
2023-06-06 08:38:44,2023-06-06 08:39:41,20
2023-06-06 08:39:41,2023-06-06 08:40:42,111
2023-06-06 08:40:42,2023-06-06 08:40:50,15
2023-06-06 08:40:50,2023-06-06 08:41:51,110
2023-06-06 08:41:51,2023-06-06 08:41:59,14
2023-06-06 08:41:59,2023-06-06 08:42:54,101
2023-06-06 08:42:54,2023-06-06 08:43:07,20
2023-06-06 08:43:07,2023-06-06 08:44:13,58
2023-06-06 08:44:13,2023-06-06 08:44:35,26
2023-06-06 08:46:21,2023-06-06 08:47:21,10
2023-06-06 08:47:21,2023-06-06 08:48:11,89
2023-06-06 08:48:11,2023-06-06 08:48:23,25
2023-06-06 08:48:23,2023-06-06 08:48:58,45
2023-06-06 09:18:24,2023-06-06 09:22:16,116
2023-06-06 09:22:16,2023-06-06 09:22:21,9
2023-06-06 09:22:21,2023-06-06 09:23:16,104
2023-06-06 09:23:16,2023-06-06 09:24:14,108
2023-06-06 09:24:14,2023-06-06 09:24:20,11
2023-06-06 09:24:20,2023-06-06 09:25:12,75
2023-06-06 09:25:12,2023-06-06 09:25:24,14
2023-06-06 09:27:24,2023-06-06 09:28:24,14
2023-06-06 09:28:24,2023-06-06 09:29:14,58
2023-06-06 09:37:35,2023-06-06 09:38:49,37
2023-06-06 09:45:14,2023-06-06 09:46:14,6
2023-06-06 09:46:14,2023-06-06 09:46:52,6
2023-06-06 09:46:52,2023-06-06 09:47:52,17
2023-06-06 09:47:52,2023-06-06 09:48:08,26
2023-06-06 09:48:08,2023-06-06 09:48:24,14
2023-06-06 09:48:24,2023-06-06 09:49:43,65
2023-06-06 09:49:43,2023-06-06 09:50:40,89
2023-06-06 09:50:40,2023-06-06 09:51:13,61
2023-06-06 09:51:13,2023-06-06 09:51:52,75
2023-06-06 09:51:52,2023-06-06 09:52:37,85
2023-06-06 09:52:37,2023-06-06 09:53:37,98
2023-06-06 09:53:37,2023-06-06 09:53:48,15
2023-06-06 09:53:48,2023-06-06 09:54:16,40
2023-06-06 09:54:16,2023-06-06 09:56:20,77
2023-06-06 09:56:26,2023-06-06 09:57:26,12
